*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.035 -develop  JUN 02, 2021 09:26:05

*RUN   1        : 20 IRRIG, light rate,freq CRGRO047 UFGA7801    1
 MODEL          : CRGRO047 - Soybean
 EXPERIMENT     : UFGA7801 SB BRAGG, IRRIGATED & NON-IRRIGATED
 DATA PATH      :
 TREATMENT  1   : 20 IRRIG, light rate,freq CRGRO047
  
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2020 261   107    0.04    0.03    0.28     510    0.06    40.2   0.004   0.040   0.057   0.299     0.3     1.5     1.9    2492     3.5     212    0.20    0.21    3.26    2.56     0.1     0.2     0.3     0.3     0.3     0.6     0.7     1.0     0.0     41.     57.     29.     21.     22.     20.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.7     0.9     0.0     0.3     0.5     0.3     0.3     0.2     0.4     0.3     0.3     0.0
 2020 262   108    0.04    0.03    0.28     512    0.06    40.4   0.004   0.041   0.061   0.302     0.3     1.7     1.9    2401     3.4     204    0.20    0.20    3.24    2.51     0.1     0.2     0.3     0.3     0.3     0.5     0.7     1.0     0.0     39.     55.     28.     21.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.7     0.9     0.0     0.3     0.5     0.3     0.2     0.2     0.4     0.3     0.3     0.0
 2020 263   109    0.04    0.03    0.28     515    0.07    40.6   0.004   0.041   0.064   0.304     0.3     1.8     2.0    2346     3.4     198    0.19    0.20    3.21    2.46     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     37.     53.     27.     20.     20.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.3     0.4     0.3     0.2     0.2     0.4     0.3     0.3     0.0
 2020 264   110    0.04    0.03    0.28     517    0.07    40.8   0.005   0.041   0.067   0.307     0.3     1.9     2.0    2405     3.4     198    0.20    0.20    3.24    2.47     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     37.     53.     28.     20.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.3     0.4     0.3     0.2     0.2     0.4     0.3     0.3     0.0
 2020 265   111    0.04    0.04    0.28     520    0.08    41.0   0.005   0.041   0.070   0.309     0.3     2.0     2.0    2405     3.5     204    0.20    0.20    3.31    2.53     0.1     0.3     0.3     0.3     0.3     0.6     0.7     1.0     0.0     38.     55.     29.     21.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.2     0.5     0.7     0.9     0.0     0.3     0.5     0.3     0.3     0.2     0.4     0.3     0.3     0.0
 2020 266   112    0.04    0.04    0.29     522    0.08    41.2   0.005   0.041   0.074   0.312     0.3     2.0     2.1    2460     3.6     207    0.20    0.21    3.36    2.58     0.1     0.3     0.3     0.3     0.3     0.6     0.7     1.0     0.0     39.     55.     29.     22.     21.     20.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.2     0.4     0.3     0.3     0.0
 2020 267   113    0.04    0.04    0.29     524    0.08    41.4   0.005   0.042   0.077   0.314     0.3     2.1     2.1    2449     3.6     211    0.21    0.21    3.42    2.63     0.1     0.3     0.3     0.3     0.3     0.6     0.7     1.0     0.0     39.     56.     30.     22.     22.     20.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 268   114    0.04    0.04    0.29     527    0.09    41.6   0.005   0.042   0.081   0.317     0.3     2.1     2.1    2437     3.7     214    0.21    0.21    3.48    2.67     0.1     0.3     0.4     0.3     0.3     0.6     0.7     1.1     0.0     40.     57.     30.     22.     23.     20.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 269   115    0.04    0.04    0.29     530    0.09    41.9   0.006   0.042   0.084   0.320     0.3     2.2     2.1    2692     3.9     228    0.22    0.23    3.64    2.82     0.1     0.3     0.4     0.3     0.3     0.6     0.7     1.1     0.0     42.     61.     32.     24.     24.     21.      7.      7.      9.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.4     0.3     0.3     0.6     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 270   116    0.04    0.05    0.29     532    0.09    42.1   0.006   0.042   0.088   0.323     0.3     2.2     2.2    2622     4.0     241    0.23    0.24    3.79    2.97     0.1     0.4     0.4     0.4     0.3     0.6     0.8     1.1     0.0     45.     65.     35.     26.     25.     23.      8.      8.      9.     0.0     0.1     0.1     0.0     0.0     0.1     0.1     0.1     0.0     0.1     0.3     0.4     0.3     0.3     0.6     0.7     1.0     0.0     0.4     0.6     0.3     0.3     0.3     0.4     0.3     0.4     0.0
 2020 271   117    0.04    0.05    0.30     535    0.10    42.3   0.006   0.042   0.092   0.326     0.3     2.2     2.2    2812     4.2     247    0.24    0.25    3.92    3.06     0.1     0.4     0.4     0.4     0.3     0.6     0.8     1.2     0.0     46.     67.     35.     26.     26.     23.      8.      8.      9.     0.0     0.1     0.1     0.0     0.0     0.1     0.1     0.1     0.0     0.1     0.4     0.4     0.4     0.3     0.6     0.7     1.1     0.0     0.4     0.6     0.4     0.3     0.3     0.4     0.4     0.4     0.0
 2020 272   118    0.04    0.05    0.30     538    0.10    42.6   0.006   0.043   0.096   0.329     0.3     2.3     2.2    2642     4.0     227    0.23    0.23    3.79    2.88     0.1     0.4     0.4     0.4     0.3     0.6     0.8     1.1     0.0     41.     60.     33.     24.     24.     22.      7.      7.      9.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.4     0.4     0.3     0.3     0.6     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.4     0.0
 2020 273   119    0.04    0.05    0.30     540    0.11    42.8   0.007   0.043   0.099   0.331     0.4     2.4     2.3    2419     3.8     202    0.22    0.20    3.58    2.63     0.1     0.3     0.4     0.3     0.3     0.6     0.7     1.1     0.0     36.     53.     29.     21.     22.     20.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 274   120    0.04    0.06    0.30     542    0.11    43.0   0.007   0.043   0.103   0.334     0.4     2.4     2.3    2248     3.6     187    0.21    0.19    3.43    2.48     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     33.     49.     27.     20.     20.     18.      6.      6.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.4     0.3     0.3     0.2     0.3     0.3     0.3     0.0
 2020 275   121    0.04    0.06    0.31     544    0.11    43.1   0.007   0.043   0.106   0.336     0.3     2.5     2.3    2152     3.4     166    0.20    0.17    3.21    2.26     0.1     0.3     0.3     0.3     0.2     0.5     0.7     1.0     0.0     29.     43.     24.     18.     18.     17.      6.      6.      7.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.2     0.4     0.3     0.2     0.2     0.3     0.3     0.3     0.0
 2020 276   122    0.05    0.06    0.31     546    0.12    43.3   0.007   0.043   0.109   0.338     0.3     2.5     2.2    1830     3.1     144    0.18    0.14    2.94    2.00     0.1     0.3     0.3     0.3     0.2     0.5     0.6     0.9     0.0     24.     36.     21.     16.     16.     15.      5.      5.      6.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.3     0.3     0.3     0.2     0.4     0.6     0.8     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 277   123    0.05    0.06    0.31     548    0.12    43.4   0.007   0.044   0.112   0.340     0.3     2.6     2.2    1882     3.0     149    0.18    0.15    2.83    2.01     0.1     0.1     0.3     0.3     0.2     0.5     0.6     0.9     0.0     25.     38.     21.     16.     16.     16.      5.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.3     0.3     0.2     0.4     0.6     0.8     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 278   124    0.05    0.07    0.31     550    0.12    43.6   0.008   0.044   0.115   0.342     0.3     2.6     2.2    1897     3.0     154    0.18    0.15    2.85    2.05     0.1     0.1     0.3     0.3     0.2     0.5     0.6     0.9     0.0     25.     39.     22.     17.     17.     16.      5.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.3     0.3     0.2     0.4     0.6     0.9     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 279   125    0.05    0.07    0.31     552    0.13    43.7   0.008   0.044   0.117   0.344     0.3     2.6     2.2    1822     3.0     152    0.17    0.15    2.82    2.02     0.1     0.1     0.3     0.3     0.2     0.5     0.6     0.9     0.0     25.     38.     22.     17.     17.     16.      5.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.3     0.3     0.2     0.4     0.6     0.8     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 280   126    0.05    0.07    0.32     554    0.13    43.9   0.008   0.044   0.120   0.346     0.3     2.7     2.2    1871     3.0     159    0.18    0.16    2.87    2.08     0.1     0.1     0.3     0.3     0.2     0.5     0.6     0.9     0.0     26.     40.     23.     17.     18.     16.      5.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.3     0.3     0.2     0.4     0.6     0.9     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
 2020 281   127    0.05    0.07    0.32     556    0.13    44.1   0.008   0.044   0.123   0.349     0.3     2.7     2.2    2045     3.2     177    0.19    0.18    3.03    2.26     0.1     0.2     0.3     0.3     0.2     0.5     0.6     1.0     0.0     29.     45.     26.     19.     19.     18.      6.      6.      7.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.1     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.2     0.4     0.3     0.2     0.2     0.3     0.3     0.3     0.0
 2020 282   128    0.05    0.08    0.32     558    0.13    44.3   0.008   0.044   0.127   0.351     0.3     2.7     2.2    2227     3.3     190    0.19    0.19    3.15    2.39     0.1     0.2     0.3     0.3     0.3     0.5     0.7     1.0     0.0     32.     48.     28.     21.     21.     19.      6.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.3     0.4     0.3     0.3     0.2     0.3     0.3     0.3     0.0
 2020 283   129    0.05    0.08    0.32     560    0.14    44.5   0.008   0.045   0.130   0.354     0.4     2.8     2.2    2334     3.6     216    0.21    0.22    3.39    2.66     0.1     0.2     0.4     0.3     0.3     0.5     0.7     1.1     0.0     37.     55.     32.     24.     24.     21.      7.      7.      9.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 284   130    0.05    0.08    0.33     563    0.14    44.7   0.009   0.045   0.133   0.356     0.4     2.8     2.3    2400     3.7     228    0.22    0.23    3.53    2.79     0.1     0.2     0.4     0.4     0.3     0.6     0.7     1.1     0.0     39.     59.     34.     25.     25.     23.      7.      8.      9.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.4     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.4     0.0
 2020 285   131    0.05    0.09    0.33     565    0.15    44.9   0.009   0.045   0.137   0.359     0.4     2.8     2.3    2523     3.8     224    0.22    0.22    3.55    2.77     0.1     0.2     0.4     0.4     0.3     0.6     0.7     1.1     0.0     38.     58.     33.     24.     24.     22.      7.      7.      9.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.4     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.4     0.0
 2020 286   132    0.05    0.09    0.33     568    0.15    45.2   0.009   0.045   0.141   0.362     0.4     2.9     2.3    2614     3.9     232    0.22    0.23    3.65    2.86     0.1     0.2     0.4     0.4     0.3     0.6     0.8     1.1     0.0     40.     60.     35.     26.     25.     23.      7.      8.      9.     0.0     0.1     0.1     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.4     0.4     0.3     0.6     0.7     1.0     0.0     0.3     0.5     0.3     0.3     0.3     0.4     0.3     0.4     0.0
 2020 287   133    0.05    0.09    0.33     570    0.15    45.4   0.009   0.046   0.144   0.365     0.4     2.9     2.4    2356     3.7     207    0.21    0.21    3.49    2.64     0.1     0.2     0.4     0.4     0.3     0.6     0.7     1.1     0.0     35.     53.     31.     23.     23.     21.      7.      7.      8.     0.0     0.1     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.1     0.2     0.4     0.3     0.3     0.5     0.7     1.0     0.0     0.3     0.4     0.3     0.3     0.3     0.4     0.3     0.3     0.0
 2020 288   134    0.05    0.09    0.33     572    0.16    45.5   0.010   0.046   0.147   0.367     0.4     3.0     2.4    2140     3.5     184    0.20    0.18    3.28    2.41     0.1     0.2     0.3     0.3     0.3     0.5     0.7     1.0     0.0     30.     46.     27.     21.     20.     19.      6.      6.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.3     0.5     0.6     1.0     0.0     0.3     0.4     0.3     0.3     0.2     0.3     0.3     0.3     0.0
 2020 289   135    0.05    0.10    0.34     575    0.16    45.7   0.010   0.046   0.151   0.369     0.4     3.0     2.4    2132     3.4     180    0.20    0.18    3.23    2.35     0.1     0.2     0.3     0.3     0.3     0.5     0.7     1.0     0.0     29.     45.     27.     20.     20.     18.      6.      6.      8.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     0.3     0.4     0.3     0.3     0.2     0.3     0.3     0.3     0.0
 2020 290   136    0.05    0.10    0.34     576    0.16    45.9   0.010   0.046   0.154   0.372     0.4     3.0     2.4    1796     3.1     148    0.18    0.15    2.90    2.02     0.1     0.2     0.3     0.3     0.2     0.5     0.6     0.9     0.0     23.     36.     22.     16.     17.     16.      5.      6.      7.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.2     0.3     0.3     0.2     0.4     0.6     0.9     0.0     0.2     0.3     0.2     0.2     0.2     0.3     0.3     0.3     0.0
